TradeName,ScientificName,Matched_Kaggle_Name,Match_Score,Chemical Class,Therapeutic Class,sideEffect,substitute,use,Scientific_clean,Matched_clean,fuzzy_token,Confidence
ALBENDA 200 MG TAB,ALBENDAZOLE,albendazole 400mg tablet,6.71320915222168,2-Benzimidazolylcarbamic acid esters,ANTI INFECTIVES,Vomiting ; Dizziness ; Increased liver enzymes ; Nausea ; Loss of appetite,Olworm 400mg Tablet ; Zeebee Tablet ; Zybend Tablet ; Albekem 400mg Tablet ; Sezole 400mg Tablet,Treatment of Parasitic infections,albendazole,albendazole 400mg tablet,62.857142857142854,Medium
ALBUMINATIVE 20% I.V.,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
ALBUTEIN 20% SOLN. FOR INJ,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
Alburex,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
BUMINATE 25% BOTTLE FOR I.V ADMINISTERAT,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
BUMINATE 5% BOTTLE FOR I.V ADMINISTRATIO,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
FLEXBUMIN 200GM/L SOLUTION FOR INFUSION,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
HUMAN ALBUMIN 20%,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
HUMAN ALBUMIN 20% +INFUSION SET,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
HUMAN ALBUMIN 20% SOLUTION FOR INFUSION,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
HUMAN ALBUMIN 200G-I TAKEDA,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
HUMAN ALBUMIN 5%,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
HUMAN ALBUMIN 50G-I TAKEDA 250ML,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
HUMAN ALBUMIN GRIFOLS 20% I.V. INJECTION,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
PLASBUMIN 20% SOLUTION FOR I.V. INJECTION,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
UMAN ALBUMIN 20% SOLUTION FOR INFUSION,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
ZENALB-20 STERILE LIQUID,ALBUMIN HUMAN,human albumin infusion,6.216650009155273,"Amino Acids, Peptides, and Analogues",BLOOD RELATED,"Vomiting ; Flushing (sense of warmth in the face, ears, neck and trunk) ; Fever ; Nausea ; Chills ; Hives ; Slow heart rate",Buminate 20% Infusion ; Cealb 20% Infusion ; Alba 20% Infusion ; Buminate Infusion ; Verbumin Infusion,Short term fluid replacement after trauma,albumin human,human albumin infusion,74.28571428571429,Medium
ALFOSIN XR 10 mg prolonged-release tablet,ALFUZOSIN,alfuzosin tablet,6.373129844665527,Quinazoline Derivative,UROLOGY,Upper respiratory tract infection ; Dizziness ; Headache ; Nausea ; Abdominal pain ; Impotence,StayHappi Alfuzosin 10mg Tablet ; Fual 10mg Tablet ; Alfuzin 10mg Tablet ; Xelflo 10mg Tablet ; Alfuzee 10mg Tablet,Treatment of Benign prostatic hyperplasia,alfuzosin,alfuzosin tablet,72.0,Medium
Hi-Alfa SR,ALFUZOSIN,alfuzosin tablet,6.373129844665527,Quinazoline Derivative,UROLOGY,Upper respiratory tract infection ; Dizziness ; Headache ; Nausea ; Abdominal pain ; Impotence,StayHappi Alfuzosin 10mg Tablet ; Fual 10mg Tablet ; Alfuzin 10mg Tablet ; Xelflo 10mg Tablet ; Alfuzee 10mg Tablet,Treatment of Benign prostatic hyperplasia,alfuzosin,alfuzosin tablet,72.0,Medium
URITAB XL 10MG EXTENDED RELEASE TABLETS,ALFUZOSIN,alfuzosin tablet,6.373129844665527,Quinazoline Derivative,UROLOGY,Upper respiratory tract infection ; Dizziness ; Headache ; Nausea ; Abdominal pain ; Impotence,StayHappi Alfuzosin 10mg Tablet ; Fual 10mg Tablet ; Alfuzin 10mg Tablet ; Xelflo 10mg Tablet ; Alfuzee 10mg Tablet,Treatment of Benign prostatic hyperplasia,alfuzosin,alfuzosin tablet,72.0,Medium
XATRAL 2.5MG TAB,ALFUZOSIN,alfuzosin tablet,6.373129844665527,Quinazoline Derivative,UROLOGY,Upper respiratory tract infection ; Dizziness ; Headache ; Nausea ; Abdominal pain ; Impotence,StayHappi Alfuzosin 10mg Tablet ; Fual 10mg Tablet ; Alfuzin 10mg Tablet ; Xelflo 10mg Tablet ; Alfuzee 10mg Tablet,Treatment of Benign prostatic hyperplasia,alfuzosin,alfuzosin tablet,72.0,Medium
XATRAL 5MG S.R.TAB,ALFUZOSIN,alfuzosin tablet,6.373129844665527,Quinazoline Derivative,UROLOGY,Upper respiratory tract infection ; Dizziness ; Headache ; Nausea ; Abdominal pain ; Impotence,StayHappi Alfuzosin 10mg Tablet ; Fual 10mg Tablet ; Alfuzin 10mg Tablet ; Xelflo 10mg Tablet ; Alfuzee 10mg Tablet,Treatment of Benign prostatic hyperplasia,alfuzosin,alfuzosin tablet,72.0,Medium
XATRAL XL 10 MG,ALFUZOSIN,alfuzosin tablet,6.373129844665527,Quinazoline Derivative,UROLOGY,Upper respiratory tract infection ; Dizziness ; Headache ; Nausea ; Abdominal pain ; Impotence,StayHappi Alfuzosin 10mg Tablet ; Fual 10mg Tablet ; Alfuzin 10mg Tablet ; Xelflo 10mg Tablet ; Alfuzee 10mg Tablet,Treatment of Benign prostatic hyperplasia,alfuzosin,alfuzosin tablet,72.0,Medium
RASILEZ HCT 150/25MG FILM COATED TABLET,"ALISKIREN, HYDROCHLOROTHIAZIDE",davaindia telmisartan+hydrochlorothiazide 80mg/12.5mg tablet,0.7229454517364502,,CARDIAC,Fatigue ; Dizziness ; Nausea ; Diarrhea ; Sinus inflammation ; Flu-like symptoms ; Upper respiratory tract infection,Newtel-H 80 Tablet ; Cortel-H 80 Tablet ; Telmikind-H 80 Tablet ; Telvas H 80/12.5 Tablet ; Telmed H 80 Tablet,Treatment of Hypertension (high blood pressure),"aliskiren, hydrochlorothiazide",davaindia telmisartan+hydrochlorothiazide 80mg/12.5mg tablet,55.55555555555556,Medium
RASILEZ HCT 300/12.5MG FILM COATED TABLET,"ALISKIREN, HYDROCHLOROTHIAZIDE",davaindia telmisartan+hydrochlorothiazide 80mg/12.5mg tablet,0.7229454517364502,,CARDIAC,Fatigue ; Dizziness ; Nausea ; Diarrhea ; Sinus inflammation ; Flu-like symptoms ; Upper respiratory tract infection,Newtel-H 80 Tablet ; Cortel-H 80 Tablet ; Telmikind-H 80 Tablet ; Telvas H 80/12.5 Tablet ; Telmed H 80 Tablet,Treatment of Hypertension (high blood pressure),"aliskiren, hydrochlorothiazide",davaindia telmisartan+hydrochlorothiazide 80mg/12.5mg tablet,55.55555555555556,Medium
RASILEZ HCT 300/25MG FILM COATED TABLET,"ALISKIREN, HYDROCHLOROTHIAZIDE",davaindia telmisartan+hydrochlorothiazide 80mg/12.5mg tablet,0.7229454517364502,,CARDIAC,Fatigue ; Dizziness ; Nausea ; Diarrhea ; Sinus inflammation ; Flu-like symptoms ; Upper respiratory tract infection,Newtel-H 80 Tablet ; Cortel-H 80 Tablet ; Telmikind-H 80 Tablet ; Telvas H 80/12.5 Tablet ; Telmed H 80 Tablet,Treatment of Hypertension (high blood pressure),"aliskiren, hydrochlorothiazide",davaindia telmisartan+hydrochlorothiazide 80mg/12.5mg tablet,55.55555555555556,Medium
VIPDOMET 12.5 mg/1000 mg TABLETS,"ALOGLIPTIN, METFORMIN HYDROCHLORIDE",genericart metformin hydrochloride 850mg tablet,3.845401763916016,Biguanides Derivative,ANTI DIABETIC,Diarrhea ; Nausea ; Vomiting ; Flatulence,Zomet 850mg Tablet ; Glumet 850mg Tablet ; Matee 850mg Tablet ; Diafer Forte Tablet ; Diamet 850mg Tablet,Treatment of Type 2 diabetes mellitus,"alogliptin, metformin hydrochloride",genericart metformin hydrochloride 850mg tablet,65.85365853658536,Medium
VIPDOMET 12.5 mg/500 mg TABLETS,"ALOGLIPTIN, METFORMIN HYDROCHLORIDE",genericart metformin hydrochloride 850mg tablet,3.845401763916016,Biguanides Derivative,ANTI DIABETIC,Diarrhea ; Nausea ; Vomiting ; Flatulence,Zomet 850mg Tablet ; Glumet 850mg Tablet ; Matee 850mg Tablet ; Diafer Forte Tablet ; Diamet 850mg Tablet,Treatment of Type 2 diabetes mellitus,"alogliptin, metformin hydrochloride",genericart metformin hydrochloride 850mg tablet,65.85365853658536,Medium
CYERO 25/15 mg Tablet,"ALOGLIPTIN,PIOGLITAZONE",davaindia pioglitazone 7.5mg tablet,3.294623613357544,Thiazolidinedione Derivative,ANTI DIABETIC,Hypoglycemia (low blood glucose level) ; Edema (swelling) ; Upper respiratory tract infection ; Bronchitis (inflammation of the airways) ; Anemia (low number of red blood cells),Genericart Pioglitazone 7.5mg Tablet ; Piopar 7.5 Tablet ; Pionorm 7.5mg Tablet ; Piohope 7.5 Tablet ; Sensitab 7.5mg Tablet,Treatment of Type 2 diabetes mellitus,"alogliptin,pioglitazone",davaindia pioglitazone 7.5mg tablet,51.72413793103448,Medium
CYERO 25/30 mg Tablet,"ALOGLIPTIN,PIOGLITAZONE",davaindia pioglitazone 7.5mg tablet,3.294623613357544,Thiazolidinedione Derivative,ANTI DIABETIC,Hypoglycemia (low blood glucose level) ; Edema (swelling) ; Upper respiratory tract infection ; Bronchitis (inflammation of the airways) ; Anemia (low number of red blood cells),Genericart Pioglitazone 7.5mg Tablet ; Piopar 7.5 Tablet ; Pionorm 7.5mg Tablet ; Piohope 7.5 Tablet ; Sensitab 7.5mg Tablet,Treatment of Type 2 diabetes mellitus,"alogliptin,pioglitazone",davaindia pioglitazone 7.5mg tablet,51.72413793103448,Medium
INCRESYNC 25/15 mg Tablet,"ALOGLIPTIN,PIOGLITAZONE",davaindia pioglitazone 7.5mg tablet,3.294623613357544,Thiazolidinedione Derivative,ANTI DIABETIC,Hypoglycemia (low blood glucose level) ; Edema (swelling) ; Upper respiratory tract infection ; Bronchitis (inflammation of the airways) ; Anemia (low number of red blood cells),Genericart Pioglitazone 7.5mg Tablet ; Piopar 7.5 Tablet ; Pionorm 7.5mg Tablet ; Piohope 7.5 Tablet ; Sensitab 7.5mg Tablet,Treatment of Type 2 diabetes mellitus,"alogliptin,pioglitazone",davaindia pioglitazone 7.5mg tablet,51.72413793103448,Medium
INCRESYNC 25/30 mg Tablet,"ALOGLIPTIN,PIOGLITAZONE",davaindia pioglitazone 7.5mg tablet,3.294623613357544,Thiazolidinedione Derivative,ANTI DIABETIC,Hypoglycemia (low blood glucose level) ; Edema (swelling) ; Upper respiratory tract infection ; Bronchitis (inflammation of the airways) ; Anemia (low number of red blood cells),Genericart Pioglitazone 7.5mg Tablet ; Piopar 7.5 Tablet ; Pionorm 7.5mg Tablet ; Piohope 7.5 Tablet ; Sensitab 7.5mg Tablet,Treatment of Type 2 diabetes mellitus,"alogliptin,pioglitazone",davaindia pioglitazone 7.5mg tablet,51.72413793103448,Medium
INCRESYNC 25/45 mg Tablet,"ALOGLIPTIN,PIOGLITAZONE",davaindia pioglitazone 7.5mg tablet,3.294623613357544,Thiazolidinedione Derivative,ANTI DIABETIC,Hypoglycemia (low blood glucose level) ; Edema (swelling) ; Upper respiratory tract infection ; Bronchitis (inflammation of the airways) ; Anemia (low number of red blood cells),Genericart Pioglitazone 7.5mg Tablet ; Piopar 7.5 Tablet ; Pionorm 7.5mg Tablet ; Piohope 7.5 Tablet ; Sensitab 7.5mg Tablet,Treatment of Type 2 diabetes mellitus,"alogliptin,pioglitazone",davaindia pioglitazone 7.5mg tablet,51.72413793103448,Medium
XANAX 0.25 MG TABLET,ALPRAZOLAM,dr best alprazolam 0.5 tablet,5.421604633331299,Benzodiazepines Derivative,NEURO CNS,Lightheadedness ; Drowsiness,Alprasafe 0.5mg Tablet ; Alparazole 0.5mg Tablet ; Alprazol 0.5mg Tablet ; Texidep 0.5mg Tablet ; Zolipax 0.5mg Tablet,Treatment of Anxiety ; Treatment of Panic disorder,alprazolam,dr best alprazolam 0.5 tablet,51.28205128205128,Medium
XANAX 0.5 MG TABLET,ALPRAZOLAM,dr best alprazolam 0.5 tablet,5.421604633331299,Benzodiazepines Derivative,NEURO CNS,Lightheadedness ; Drowsiness,Alprasafe 0.5mg Tablet ; Alparazole 0.5mg Tablet ; Alprazol 0.5mg Tablet ; Texidep 0.5mg Tablet ; Zolipax 0.5mg Tablet,Treatment of Anxiety ; Treatment of Panic disorder,alprazolam,dr best alprazolam 0.5 tablet,51.28205128205128,Medium
XANAX 1 MG TABLET,ALPRAZOLAM,dr best alprazolam 0.5 tablet,5.421604633331299,Benzodiazepines Derivative,NEURO CNS,Lightheadedness ; Drowsiness,Alprasafe 0.5mg Tablet ; Alparazole 0.5mg Tablet ; Alprazol 0.5mg Tablet ; Texidep 0.5mg Tablet ; Zolipax 0.5mg Tablet,Treatment of Anxiety ; Treatment of Panic disorder,alprazolam,dr best alprazolam 0.5 tablet,51.28205128205128,Medium
XANAX 1MG TAB,ALPRAZOLAM,dr best alprazolam 0.5 tablet,5.421604633331299,Benzodiazepines Derivative,NEURO CNS,Lightheadedness ; Drowsiness,Alprasafe 0.5mg Tablet ; Alparazole 0.5mg Tablet ; Alprazol 0.5mg Tablet ; Texidep 0.5mg Tablet ; Zolipax 0.5mg Tablet,Treatment of Anxiety ; Treatment of Panic disorder,alprazolam,dr best alprazolam 0.5 tablet,51.28205128205128,Medium
XANAX TAB 0.25MG,ALPRAZOLAM,dr best alprazolam 0.5 tablet,5.421604633331299,Benzodiazepines Derivative,NEURO CNS,Lightheadedness ; Drowsiness,Alprasafe 0.5mg Tablet ; Alparazole 0.5mg Tablet ; Alprazol 0.5mg Tablet ; Texidep 0.5mg Tablet ; Zolipax 0.5mg Tablet,Treatment of Anxiety ; Treatment of Panic disorder,alprazolam,dr best alprazolam 0.5 tablet,51.28205128205128,Medium
XANAX TAB 0.5MG,ALPRAZOLAM,dr best alprazolam 0.5 tablet,5.421604633331299,Benzodiazepines Derivative,NEURO CNS,Lightheadedness ; Drowsiness,Alprasafe 0.5mg Tablet ; Alparazole 0.5mg Tablet ; Alprazol 0.5mg Tablet ; Texidep 0.5mg Tablet ; Zolipax 0.5mg Tablet,Treatment of Anxiety ; Treatment of Panic disorder,alprazolam,dr best alprazolam 0.5 tablet,51.28205128205128,Medium
VOLIBRIS 10 mg film-coated tablet,AMBRISENTAN,ambrion syrup,0.4146074056625366,,RESPIRATORY,Nausea ; Diarrhea ; Vomiting ; Dizziness ; Headache ; Rash ; Tremors ; Increased heart rate ; Upper abdominal pain ; Urticaria ; Itching ; Sweating ; Changes in serum aminotransferase levels ; Bloating ; Indigestion,Voyse Syrup ; Kufsib A Syrup ; Ambrodex AM Syrup Sugar Free ; Terbutil-AG Syrup ; Sicoff-AM Expectorant,Cough,ambrisentan,ambrion syrup,50.0,Medium
VOLIBRIS 5 mg film-coated tablet,AMBRISENTAN,ambrion syrup,0.4146074056625366,,RESPIRATORY,Nausea ; Diarrhea ; Vomiting ; Dizziness ; Headache ; Rash ; Tremors ; Increased heart rate ; Upper abdominal pain ; Urticaria ; Itching ; Sweating ; Changes in serum aminotransferase levels ; Bloating ; Indigestion,Voyse Syrup ; Kufsib A Syrup ; Ambrodex AM Syrup Sugar Free ; Terbutil-AG Syrup ; Sicoff-AM Expectorant,Cough,ambrisentan,ambrion syrup,50.0,Medium
AMCOCID 100MG-2ML INJ,AMIKACIN,amikacin 250mg injection,6.44273042678833,Aminoglycosides,OPHTHAL,"Increased blood urea ; Injection site reactions (pain, swelling, redness)",Cachmik 250mg Injection ; Amikas 250mg Injection ; Amibiotic 250mg Injection ; Amister 250mg Injection ; Ivimicin 250mg Injection,Bacterial infections,amikacin,amikacin 250mg injection,50.0,Medium
AMCOCID 500MG-2 ML AMP,AMIKACIN,amikacin 250mg injection,6.44273042678833,Aminoglycosides,OPHTHAL,"Increased blood urea ; Injection site reactions (pain, swelling, redness)",Cachmik 250mg Injection ; Amikas 250mg Injection ; Amibiotic 250mg Injection ; Amister 250mg Injection ; Ivimicin 250mg Injection,Bacterial infections,amikacin,amikacin 250mg injection,50.0,Medium
"AMIKACIN 500MG-2ML INJ VIAL (I.V,IM)",AMIKACIN,amikacin 250mg injection,6.44273042678833,Aminoglycosides,OPHTHAL,"Increased blood urea ; Injection site reactions (pain, swelling, redness)",Cachmik 250mg Injection ; Amikas 250mg Injection ; Amibiotic 250mg Injection ; Amister 250mg Injection ; Ivimicin 250mg Injection,Bacterial infections,amikacin,amikacin 250mg injection,50.0,Medium
AMKANT,AMIKACIN,amikacin 250mg injection,6.44273042678833,Aminoglycosides,OPHTHAL,"Increased blood urea ; Injection site reactions (pain, swelling, redness)",Cachmik 250mg Injection ; Amikas 250mg Injection ; Amibiotic 250mg Injection ; Amister 250mg Injection ; Ivimicin 250mg Injection,Bacterial infections,amikacin,amikacin 250mg injection,50.0,Medium
MIACIN 100MG-2ML AMP,AMIKACIN,amikacin 250mg injection,6.44273042678833,Aminoglycosides,OPHTHAL,"Increased blood urea ; Injection site reactions (pain, swelling, redness)",Cachmik 250mg Injection ; Amikas 250mg Injection ; Amibiotic 250mg Injection ; Amister 250mg Injection ; Ivimicin 250mg Injection,Bacterial infections,amikacin,amikacin 250mg injection,50.0,Medium
